#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
12941.95841449986,0.03874270290936833,10.09016030003037,158.2439426671534
13061.70888131842,0.03843871142011858,10.08214487079751,157.0523167065836
13182.56738556407,0.0395948678655559,10.07232922370223,155.8979200835585
13304.54417978091,0.03681634321098723,10.06081137893873,154.8055094694787
13427.64961137863,0.02305421846114826,10.04939672725006,153.7223881646292
13551.89412351036,0.03678317225358212,10.03645710119717,152.6457468121526
13677.28825595849,0.04033794064186959,10.02301094399088,151.5495400523612
13803.84264602885,0.0395542258670453,10.00941286309056,150.4837823819406
13931.56802945303,0.04057376697859968,9.995423893017616,149.3808905705239
14060.47524129914,0.04007810392566837,9.981713982578501,148.3089267151539
14190.57521689092,0.04112642870324287,9.965583385337585,147.2214832848594
14321.87899273543,0.03399227961648414,9.949443563583348,146.1837120864778
14454.39770745927,0.03443688139189335,9.932861957467374,145.1166948255587
14588.14260275348,0.0410588458483594,9.915853569235969,144.0773259480376
14723.12502432719,0.04132618949138486,9.898075094328147,143.0135929909516
14859.35642287007,0.041416023710917,9.878250892842535,141.9873614198265
14996.84835502373,0.04260804387540423,9.85813773359574,140.9587488245695
15135.61248436208,0.0425156340894246,9.836555685057299,139.9314995338588
15275.66058238072,0.04202600568715664,9.814566825324425,138.9398950922454
15417.00452949559,0.03609072628769239,9.791638747527752,137.9238128290966
15559.65631605074,0.03502004808615016,9.767571058327722,136.9470443201836
15703.62804333552,0.04262017111423222,9.740684634331966,135.9634399374361
15848.93192461113,0.04283109683074125,9.71315667055576,135.0002007749287
15995.58028614669,0.04314349018696985,9.683133491183625,134.0474435587456
16143.58556826486,0.04323344989324299,9.652408768778285,133.1221924570663
16292.96032639722,0.04308051900503786,9.618194721956305,132.2114829391161
16443.71723214932,0.043887586026789,9.580854203660348,131.3283751383553
16595.86907437561,0.04323581235375654,9.541471093146873,130.4918548638096
16749.42876026437,0.03379604037726355,9.497009658001028,129.6942918222307
16904.40931643264,0.04039101377802935,9.447559117434114,128.9548856598204
17060.82389003124,0.04526650677624053,9.394156349997859,128.2683005432067
17218.68574986007,0.04445435478608266,9.336155209841809,127.6139043867695
17378.00828749375,0.04483995490027272,9.275252879194451,126.9861340096881
17538.80501841761,0.04562714832936961,9.209977940826445,126.3672281165524
17701.08958317421,0.04039887797297207,9.140910799376682,125.7548924550828
17864.87574852051,0.04622461370724,9.06686202755867,125.1667814953198
18030.17740859569,0.04662485524139459,8.986989059082152,124.5895747841813
18197.00858609984,0.04222630903373913,8.901169685926984,124.0334976513659
18365.38343348346,0.03631071124739844,8.804919384083757,123.4799306384716
18535.31623414811,0.04586744551086138,8.690740117389021,122.9497329039741
18706.82140365801,0.04716189076734817,8.569944007638071,122.4248750917946
18879.91349096294,0.04735096927120482,8.450536512416116,121.92169516239
19054.60717963247,0.04839972217839273,8.332967187870064,121.4173749841525
19230.91728910158,0.04675431056233795,8.214574159499383,120.9451007586321
19408.85877592778,0.03404181646622138,8.097302499119444,120.4604376502361
19588.4467350599,0.04703683324857558,7.980973303852204,119.9896861927981
19769.69640111861,0.04763318852669313,7.86310911966038,119.5394383543993
19952.6231496888,0.04679585922160964,7.747951579234083,119.1050006438268
20137.24249862388,0.03240965778650472,7.631487764257331,118.6605883349785
20323.57010936222,0.04676801725576814,7.515407077761617,118.2259473234635
20511.62178825566,0.04940382419815313,7.401145418627312,117.8201331300291
20701.41348791042,0.04898508309417244,7.288176962355203,117.4165530933793
20892.9613085404,0.04977571617049609,7.172042319471702,117.0142598621618
21086.2814993329,0.04999882987867702,7.059892818896561,116.6304436999959
21281.39045982712,0.04179274726302179,6.948394381529201,116.2268781153514
21478.30474130534,0.04489042685358059,6.835664101061218,115.8529075790819
21677.04104819695,0.05027144006223158,6.725051023542044,115.490686551493
21877.61623949553,0.05003978904258016,6.61256535464373,115.1212521108401
22080.04733018901,0.0510409704148659,6.502986210712076,114.7669118276862
22284.35149270304,0.04344464199956993,6.392541279717038,114.4335740427426
22490.54605835782,0.04475794747286242,6.283307500703591,114.0793308993343
22698.64851883822,0.05132259361084265,6.175417732923355,113.7591457659875
22908.67652767773,0.05192798621532735,6.06650641697669,113.4281553260724
23120.64790175595,0.05079048760364478,5.957268053917034,113.113933174437
23334.58062281003,0.05276800081274313,5.850817099707525,112.7984376044273
23550.4928389601,0.04904539513563635,5.744989062022368,112.4844480502437
23768.40286624876,0.03983469205257302,5.638924684510565,112.19159230559
23988.3291901949,0.052241148477547,5.531401002436178,111.8903402330072
24210.29046736177,0.05223285680657844,5.427067156002142,111.6017275617862
